,Title,Sumber,Label,Hasil_Case_Folding,Hasil_Token,Hasil_Stopword,Hasil_Stemming
798,"Stok Vaksin Menipis, Menkes Bakal Perlambat Laju Vaksinasi COVID-19",Liputan 6,-1,stok vaksin menipis menkes bakal perlambat laju vaksinasi covid,"['stok', 'vaksin', 'menipis', 'menkes', 'bakal', 'perlambat', 'laju', 'vaksinasi', 'covid']","['stok', 'menipis', 'menkes', 'bakal', 'perlambat', 'laju', '']","['stok', 'tip', 'menkes', 'bakal', 'lambat', 'laju', '']"
799,Kolom Pakar] Prof Tjandra Yoga Aditama: Kajian Kemungkinan Dosis Ketiga Vaksin COVID-19,Liputan 6,0,kolom pakar prof tjandra yoga aditama kajian kemungkinan dosis ketiga vaksin covid,"['kolom', 'pakar', 'prof', 'tjandra', 'yoga', 'aditama', 'kajian', 'kemungkinan', 'dosis', 'ketiga', 'vaksin', 'covid']","['kolom', 'pakar', 'prof', 'tjandra', 'yoga', 'aditama', 'kajian', 'kemungkinan', 'dosis', 'ketiga', '']","['kolom', 'pakar', 'prof', 'tjandra', 'yoga', 'aditama', 'kaji', 'mungkin', 'dosis', 'tiga', '']"
800,"Diuji ke Anak, Keamanan dan Manfaat Vaksin COVID-19 pada Dewasa Harus Dipastikan",Liputan 6,0,diuji ke anak keamanan dan manfaat vaksin covid pada dewasa harus dipastikan,"['diuji', 'ke', 'anak', 'keamanan', 'dan', 'manfaat', 'vaksin', 'covid', 'pada', 'dewasa', 'harus', 'dipastikan']","['diuji', 'anak', 'keamanan', 'manfaat', 'dewasa', 'dipastikan']","['uji', 'anak', 'aman', 'manfaat', 'dewasa', 'pasti']"
801,"Pandemi Flu saat Kecil, Nenek 104 Tahun di AS Disuntik Vaksin COVID-19",Liputan 6,0,pandemi flu saat kecil nenek tahun di as disuntik vaksin covid,"['pandemi', 'flu', 'saat', 'kecil', 'nenek', 'tahun', 'di', 'as', 'disuntik', 'vaksin', 'covid']","['pandemi', 'flu', 'kecil', 'nenek', 'tahun', 'as', 'disuntik', '']","['pandemi', 'flu', 'kecil', 'nenek', 'tahun', 'as', 'suntik', '']"
802,Memahami Upaya Pemenuhan Ketersediaan dan Distribusi Vaksin COVID-19,Liputan 6,0,memahami upaya pemenuhan ketersediaan dan distribusi vaksin covid,"['memahami', 'upaya', 'pemenuhan', 'ketersediaan', 'dan', 'distribusi', 'vaksin', 'covid']","['memahami', 'upaya', 'pemenuhan', 'ketersediaan', 'distribusi', '']","['paham', 'upaya', 'penuh', 'sedia', 'distribusi', '']"
803,Mulai Uji Klinis Vaksin COVID-19 pada Anak 6 Bulan hingga 11 Tahun,Liputan 6,0,mulai uji klinis vaksin covid pada anak bulan hingga tahun,"['mulai', 'uji', 'klinis', 'vaksin', 'covid', 'pada', 'anak', 'bulan', 'hingga', 'tahun']","['mulai', 'uji', 'klinis', 'anak', 'bulan', 'hingga', 'tahun']","['mulai', 'uji', 'klinis', 'anak', 'bulan', 'hingga', 'tahun']"
804,Satgas: Suplai Vaksin COVID-19 hingga Juni 2021 Sekitar 50 Juta Dosis,Liputan 6,0,satgas suplai vaksin covid hingga juni sekitar juta dosis,"['satgas', 'suplai', 'vaksin', 'covid', 'hingga', 'juni', 'sekitar', 'juta', 'dosis']","['satgas', 'suplai', 'hingga', 'juni', 'juta', 'dosis']","['satgas', 'suplai', 'hingga', 'juni', 'juta', 'dosis']"
805,Menkes Budi: Ketersedian Vaksin COVID-19 Terancam Akibat Embargo,Liputan 6,-1,menkes budi ketersedian vaksin covid terancam akibat embargo,"['menkes', 'budi', 'ketersedian', 'vaksin', 'covid', 'terancam', 'akibat', 'embargo']","['menkes', 'budi', 'ketersedian', 'terancam', 'akibat', 'embargo']","['menkes', 'budi', 'dian', 'ancam', 'akibat', 'embargo']"
806,BPOM Soal Vaksin COVID-19 Sinovac untuk Anak: Penelitian Belum Selesai,Liputan 6,0,bpom soal vaksin covid sinovac untuk anak penelitian belum selesai,"['bpom', 'soal', 'vaksin', 'covid', 'sinovac', 'untuk', 'anak', 'penelitian', 'belum', 'selesai']","['bpom', 'soal', 'sinovac', 'anak', 'penelitian', 'selesai']","['bpom', 'soal', 'sinovac', 'anak', 'teliti', 'selesai']"
807,"Diapresiasi Wamenkes, Ini Sosok Penerima Vaksin COVID-19 Berusia 104 Tahun di Bogor",Liputan 6,1,diapresiasi wamenkes ini sosok penerima vaksin covid berusia tahun di bogor,"['diapresiasi', 'wamenkes', 'ini', 'sosok', 'penerima', 'vaksin', 'covid', 'berusia', 'tahun', 'di', 'bogor']","['diapresiasi', 'wamenkes', 'sosok', 'penerima', 'berusia', 'tahun', 'bogor']","['apresiasi', 'wamenkes', 'sosok', 'terima', 'usia', 'tahun', 'bogor']"
808,Dokter: Manfaat Disuntik Vaksin COVID-19 Lebih Banyak daripada Risikonya,Liputan 6,1,dokter manfaat disuntik vaksin covid lebih banyak daripada risikonya,"['dokter', 'manfaat', 'disuntik', 'vaksin', 'covid', 'lebih', 'banyak', 'daripada', 'risikonya']","['dokter', 'manfaat', 'disuntik', 'lebih', 'banyak', 'risikonya']","['dokter', 'manfaat', 'suntik', 'lebih', 'banyak', 'risiko']"
809,"Vaksin COVID-19 Terbatas, Menkes Budi Ditelepon Presiden, Menteri hingga Bupati",Liputan 6,0,vaksin covid terbatas menkes budi ditelepon presiden menteri hingga bupati,"['vaksin', 'covid', 'terbatas', 'menkes', 'budi', 'ditelepon', 'presiden', 'menteri', 'hingga', 'bupati']","['', 'terbatas', 'menkes', 'budi', 'ditelepon', 'presiden', 'menteri', 'hingga', 'bupati']","['', 'batas', 'menkes', 'budi', 'telepon', 'presiden', 'menteri', 'hingga', 'bupati']"
810,Wamenkes Puji Penerima Vaksin COVID-19 Berusia 104 di Bogor,Liputan 6,1,wamenkes puji penerima vaksin covid berusia di bogor,"['wamenkes', 'puji', 'penerima', 'vaksin', 'covid', 'berusia', 'di', 'bogor']","['wamenkes', 'puji', 'penerima', 'berusia', 'bogor']","['wamenkes', 'puji', 'terima', 'usia', 'bogor']"
811,Indonesia Terima Kedatangan Vaksin COVID-19 Tahap Ketujuh,Liputan 6,0,indonesia terima kedatangan vaksin covid tahap ketujuh,"['indonesia', 'terima', 'kedatangan', 'vaksin', 'covid', 'tahap', 'ketujuh']","['indonesia', 'terima', 'kedatangan', 'tahap', 'ketujuh']","['indonesia', 'terima', 'datang', 'tahap', 'tujuh']"
812,Studi AS Sebut Vaksin AstraZeneca 79 Persen Efektif Lawan COVID-19,Liputan 6,1,studi as sebut vaksin astrazeneca persen efektif lawan covid,"['studi', 'as', 'sebut', 'vaksin', 'astrazeneca', 'persen', 'efektif', 'lawan', 'covid']","['studi', 'as', 'sebut', 'astrazeneca', 'persen', 'efektif', 'lawan', '']","['studi', 'as', 'sebut', 'astrazeneca', 'persen', 'efektif', 'lawan', '']"
813,Satgas: Tripsin Tidak Jadi Kandungan Langsung dalam Vaksin COVID-19 AstraZeneca,Liputan 6,-1,satgas tripsin tidak jadi kandungan langsung dalam vaksin covid astrazeneca,"['satgas', 'tripsin', 'tidak', 'jadi', 'kandungan', 'langsung', 'dalam', 'vaksin', 'covid', 'astrazeneca']","['satgas', 'tripsin', 'jadi', 'kandungan', 'langsung', 'astrazeneca']","['satgas', 'tripsin', 'jadi', 'kandung', 'langsung', 'astrazeneca']"
814,Presiden Korsel Moon Jae-in Disuntik Vaksin COVID-19 AstraZeneca,Liputan 6,0,presiden korsel moon jaein disuntik vaksin covid astrazeneca,"['presiden', 'korsel', 'moon', 'jaein', 'disuntik', 'vaksin', 'covid', 'astrazeneca']","['presiden', 'korsel', 'moon', 'jaein', 'disuntik', 'astrazeneca']","['presiden', 'korsel', 'moon', 'jaein', 'suntik', 'astrazeneca']"
815,Vaksin COVID-19 Novavax hingga Pfizer Baru Masuk RI pada Semester ke-2 Tahun,Liputan 6,0,vaksin covid novavax hingga pfizer baru masuk ri pada semester ke tahun,"['vaksin', 'covid', 'novavax', 'hingga', 'pfizer', 'baru', 'masuk', 'ri', 'pada', 'semester', 'ke', 'tahun']","['', 'novavax', 'hingga', 'pfizer', 'baru', 'masuk', 'ri', 'semester', 'tahun']","['', 'novavax', 'hingga', 'pfizer', 'baru', 'masuk', 'ri', 'semester', 'tahun']"
816,"Lakukan Uji Klinis Awal, Sinovac Sebut Vaksin COVID-19 CoronaVac Aman untuk Anak",Liputan 6,1,lakukan uji klinis awal sinovac sebut vaksin covid coronavac aman untuk anak,"['lakukan', 'uji', 'klinis', 'awal', 'sinovac', 'sebut', 'vaksin', 'covid', 'coronavac', 'aman', 'untuk', 'anak']","['lakukan', 'uji', 'klinis', 'awal', 'sinovac', 'sebut', 'coronavac', 'aman', 'anak']","['laku', 'uji', 'klinis', 'awal', 'sinovac', 'sebut', 'coronavac', 'aman', 'anak']"
817,Sementara Uji Klinis III di AS: Efikasi Vaksin COVID-19 AstraZeneca 79 Persen,Liputan 6,1,sementara uji klinis iii di as efikasi vaksin covid astrazeneca persen,"['sementara', 'uji', 'klinis', 'iii', 'di', 'as', 'efikasi', 'vaksin', 'covid', 'astrazeneca', 'persen']","['', 'uji', 'klinis', 'iii', 'as', 'efikasi', 'astrazeneca', 'persen']","['', 'uji', 'klinis', 'iii', 'as', 'efikasi', 'astrazeneca', 'persen']"
818,AstraZeneca: Vaksin COVID-19 Kami Tidak Mengandung Produk Turunan Babi atau Hewan Lain,Liputan 6,1,astrazeneca vaksin covid kami tidak mengandung produk turunan babi atau hewan lain,"['astrazeneca', 'vaksin', 'covid', 'kami', 'tidak', 'mengandung', 'produk', 'turunan', 'babi', 'atau', 'hewan', 'lain']","['astrazeneca', 'mengandung', 'produk', 'turunan', 'babi', 'hewan', '']","['astrazeneca', 'kandung', 'produk', 'turun', 'babi', 'hewan', '']"
819,Epidemiolog UI Sebut Manfaat Vaksin COVID-19 AstraZeneca Lebih Besar dari Kasus Pembekuan Darah,Liputan 6,1,epidemiolog ui sebut manfaat vaksin covid astrazeneca lebih besar dari kasus pembekuan darah,"['epidemiolog', 'ui', 'sebut', 'manfaat', 'vaksin', 'covid', 'astrazeneca', 'lebih', 'besar', 'dari', 'kasus', 'pembekuan', 'darah']","['epidemiolog', 'ui', 'sebut', 'manfaat', 'astrazeneca', 'lebih', 'besar', 'kasus', 'pembekuan', 'darah']","['epidemiolog', 'ui', 'sebut', 'manfaat', 'astrazeneca', 'lebih', 'besar', 'kasus', 'beku', 'darah']"
820,"Merasa Bebas Setelah Vaksin, Wanita di AS Dinyatakan Positif COVID-19",Liputan 6,-1,merasa bebas setelah vaksin wanita di as dinyatakan positif covid,"['merasa', 'bebas', 'setelah', 'vaksin', 'wanita', 'di', 'as', 'dinyatakan', 'positif', 'covid']","['merasa', 'bebas', 'wanita', 'as', 'dinyatakan', 'positif', '']","['rasa', 'bebas', 'wanita', 'as', 'nyata', 'positif', '']"
821,Juta Orang Sudah Menerima Suntikan Pertama Vaksin COVID-19 per 20 Maret 2021,Liputan 6,0,juta orang sudah menerima suntikan pertama vaksin covid per maret,"['juta', 'orang', 'sudah', 'menerima', 'suntikan', 'pertama', 'vaksin', 'covid', 'per', 'maret']","['juta', 'orang', 'menerima', 'suntikan', 'pertama', 'per', 'maret']","['juta', 'orang', 'terima', 'sunti', 'pertama', 'per', 'maret']"
822,"Vaksin AstraZeneca Boleh Digunakan, Kemenkes: Tak Ada Alasan Ragu Vaksinasi COVID-19",Liputan 6,1,vaksin astrazeneca boleh digunakan kemenkes tak ada alasan ragu vaksinasi covid,"['vaksin', 'astrazeneca', 'boleh', 'digunakan', 'kemenkes', 'tak', 'ada', 'alasan', 'ragu', 'vaksinasi', 'covid']","['', 'astrazeneca', 'digunakan', 'kemenkes', 'tak', 'alasan', 'ragu', '']","['', 'astrazeneca', 'guna', 'kemenkes', 'tak', 'alas', 'ragu', '']"
823,Menkes Budi: Vaksinasi COVID-19 Pakai Vaksin AstraZeneca Mulai Pekan Depan,Liputan 6,0,menkes budi vaksinasi covid pakai vaksin astrazeneca mulai pekan depan,"['menkes', 'budi', 'vaksinasi', 'covid', 'pakai', 'vaksin', 'astrazeneca', 'mulai', 'pekan', 'depan']","['menkes', 'budi', 'pakai', 'astrazeneca', 'mulai', 'pekan', 'depan']","['menkes', 'budi', 'pakai', 'astrazeneca', 'mulai', 'pekan', 'depan']"
824,"Sertifikat Vaksinasi COVID-19 untuk Syarat Perjalanan, Satgas: Harus Ada Studi Efektivitas Vaksin",Liputan 6,0,sertifikat vaksinasi covid untuk syarat perjalanan satgas harus ada studi efektivitas vaksin,"['sertifikat', 'vaksinasi', 'covid', 'untuk', 'syarat', 'perjalanan', 'satgas', 'harus', 'ada', 'studi', 'efektivitas', 'vaksin']","['sertifikat', 'syarat', 'perjalanan', 'satgas', 'studi', 'efektivitas', '']","['sertifikat', 'syarat', 'jalan', 'satgas', 'studi', 'efektivitas', '']"
825,6 Gerakan Bahu untuk Kurangi Pegal dan Nyeri Lengan Sebelum Vaksin COVID-19,Fit & Diet,0,gerakan bahu untuk kurangi pegal dan nyeri lengan sebelum vaksin covid,"['gerakan', 'bahu', 'untuk', 'kurangi', 'pegal', 'dan', 'nyeri', 'lengan', 'sebelum', 'vaksin', 'covid']","['gerakan', 'bahu', 'kurangi', 'pegal', 'nyeri', 'lengan', '']","['gera', 'bahu', 'kurang', 'pegal', 'nyeri', 'lengan', '']"
826,Mulai Uji Klinis Vaksin COVID-19 pada Anak Usia 6 Bulan hingga 11 Tahun,Liputan 6,0,mulai uji klinis vaksin covid pada anak usia bulan hingga tahun,"['mulai', 'uji', 'klinis', 'vaksin', 'covid', 'pada', 'anak', 'usia', 'bulan', 'hingga', 'tahun']","['mulai', 'uji', 'klinis', 'anak', 'usia', 'bulan', 'hingga', 'tahun']","['mulai', 'uji', 'klinis', 'anak', 'usia', 'bulan', 'hingga', 'tahun']"
827,Jabar Siapkan 2.000 Dosis Vaksin COVID-19 untuk Kontingen PON XX,Liputan 6,0,jabar siapkan dosis vaksin covid untuk kontingen pon xx,"['jabar', 'siapkan', 'dosis', 'vaksin', 'covid', 'untuk', 'kontingen', 'pon', 'xx']","['jabar', 'siapkan', 'dosis', 'kontingen', 'pon', 'xx']","['jabar', 'siap', 'dosis', 'kontingen', 'pon', 'xx']"
828,"BPOM: Masih Dikaji, Vaksin COVID-19 AstraZeneca Tidak Direkomendasikan Digunakan",Liputan 6,0,bpom masih dikaji vaksin covid astrazeneca tidak direkomendasikan digunakan,"['bpom', 'masih', 'dikaji', 'vaksin', 'covid', 'astrazeneca', 'tidak', 'direkomendasikan', 'digunakan']","['bpom', 'dikaji', 'astrazeneca', 'direkomendasikan', 'digunakan']","['bpom', 'kaji', 'astrazeneca', 'rekomendasi', 'guna']"
829,Satgas COVID-19: Penundaan Distribusi Vaksin AstraZeneca Hanya Sementara,Liputan 6,0,satgas covid penundaan distribusi vaksin astrazeneca hanya sementara,"['satgas', 'covid', 'penundaan', 'distribusi', 'vaksin', 'astrazeneca', 'hanya', 'sementara']","['satgas', 'penundaan', 'distribusi', 'astrazeneca', '']","['satgas', 'tunda', 'distribusi', 'astrazeneca', '']"
830,"Walau Tak Ada Bukti Pembekuan Darah Terkait Vaksin COVID-19, AstraZeneca Tetap Lakukan Kajian",Liputan 6,1,walau tak ada bukti pembekuan darah terkait vaksin covid astrazeneca tetap lakukan kajian,"['walau', 'tak', 'ada', 'bukti', 'pembekuan', 'darah', 'terkait', 'vaksin', 'covid', 'astrazeneca', 'tetap', 'lakukan', 'kajian']","['', 'tak', 'bukti', 'pembekuan', 'darah', 'terkait', 'astrazeneca', 'tetap', 'lakukan', 'kajian']","['', 'tak', 'bukti', 'beku', 'darah', 'kait', 'astrazeneca', 'tetap', 'laku', 'kaji']"
831,Batch Vaksin COVID-19 AstraZeneca yang Disetop di Eropa Tidak Masuk ke Indonesia,Liputan 6,0,batch vaksin covid astrazeneca yang disetop di eropa tidak masuk ke indonesia,"['batch', 'vaksin', 'covid', 'astrazeneca', 'yang', 'disetop', 'di', 'eropa', 'tidak', 'masuk', 'ke', 'indonesia']","['batch', 'astrazeneca', 'disetop', 'eropa', 'masuk', 'indonesia']","['batch', 'astrazeneca', 'setop', 'eropa', 'masuk', 'indonesia']"
832,Kemenkes Tanggapi Isu Vaksin COVID-19 CoronaVac yang Kedaluwarsa  pada 25 Maret 2021,Liputan 6,0,kemenkes tanggapi isu vaksin covid coronavac yang kedaluwarsa pada maret,"['kemenkes', 'tanggapi', 'isu', 'vaksin', 'covid', 'coronavac', 'yang', 'kedaluwarsa', 'pada', 'maret']","['kemenkes', 'tanggapi', 'isu', 'coronavac', 'kedaluwarsa', 'maret']","['kemenkes', 'tanggap', 'isu', 'coronavac', 'kedaluwarsa', 'maret']"
833,Botol Vaksin COVID-19 yang Pertama Kali Disuntikan di AS Diberikan ke Museum,Liputan 6,0,botol vaksin covid yang pertama kali disuntikan di as diberikan ke museum,"['botol', 'vaksin', 'covid', 'yang', 'pertama', 'kali', 'disuntikan', 'di', 'as', 'diberikan', 'ke', 'museum']","['botol', 'pertama', 'kali', 'disuntikan', 'as', 'diberikan', 'museum']","['botol', 'pertama', 'kali', 'sunti', 'as', 'beri', 'museum']"
834,BPOM: Izin Darurat Vaksin COVID-19 Sputnik V dan Novavax Sedang Dievaluasi,Liputan 6,0,bpom izin darurat vaksin covid sputnik  dan novavax sedang dievaluasi,"['bpom', 'izin', 'darurat', 'vaksin', 'covid', 'sputnik', 'dan', 'novavax', 'sedang', 'dievaluasi']","['bpom', 'izin', 'darurat', 'sputnik', 'novavax', 'sedang', 'dievaluasi']","['bpom', 'izin', 'darurat', 'sputnik', 'novavax', 'sedang', 'evaluasi']"
835,"Menkes: Masalah Laju Vaksinasi Bukan di Lokasi, tapi di Ketersediaan Vaksin COVID-19",Liputan 6,0,menkes masalah laju vaksinasi bukan di lokasi tapi di ketersediaan vaksin covid,"['menkes', 'masalah', 'laju', 'vaksinasi', 'bukan', 'di', 'lokasi', 'tapi', 'di', 'ketersediaan', 'vaksin', 'covid']","['menkes', 'masalah', 'laju', 'bukan', 'lokasi', 'ketersediaan', '']","['menkes', 'masalah', 'laju', 'bukan', 'lokasi', 'sedia', '']"
836,Kemenkes: Distribusi Vaksin COVID-19 AstraZeneca Ditunda,Liputan 6,0,kemenkes distribusi vaksin covid astrazeneca ditunda,"['kemenkes', 'distribusi', 'vaksin', 'covid', 'astrazeneca', 'ditunda']","['kemenkes', 'distribusi', 'astrazeneca', 'ditunda']","['kemenkes', 'distribusi', 'astrazeneca', 'tunda']"
837,AstraZeneca: Tak Ada Bukti Vaksin COVID-19 Tingkatkan Risiko Pembekuan Darah,Liputan 6,1,astrazeneca tak ada bukti vaksin covid tingkatkan risiko pembekuan darah,"['astrazeneca', 'tak', 'ada', 'bukti', 'vaksin', 'covid', 'tingkatkan', 'risiko', 'pembekuan', 'darah']","['astrazeneca', 'tak', 'bukti', 'tingkatkan', 'risiko', 'pembekuan', 'darah']","['astrazeneca', 'tak', 'bukti', 'tingkat', 'risiko', 'beku', 'darah']"
838,"Disiplin Protokol Kesehatan Usai Suntik Vaksin COVID-19, Menkes: Jangan Merasa Jadi Superman",Liputan 6,0,disiplin protokol kesehatan usai suntik vaksin covid menkes jangan merasa jadi superman,"['disiplin', 'protokol', 'kesehatan', 'usai', 'suntik', 'vaksin', 'covid', 'menkes', 'jangan', 'merasa', 'jadi', 'superman']","['disiplin', 'protokol', 'kesehatan', 'usai', 'suntik', 'menkes', 'jangan', 'merasa', 'jadi', 'superman']","['disiplin', 'protokol', 'sehat', 'usai', 'suntik', 'menkes', 'jangan', 'rasa', 'jadi', 'superman']"
839,"Ketersediaan, Alasan Indonesia Belum Bisa Suntik 1 Juta Vaksin COVID-19 per Hari",Liputan 6,0,ketersediaan alasan indonesia belum bisa suntik juta vaksin covid per hari,"['ketersediaan', 'alasan', 'indonesia', 'belum', 'bisa', 'suntik', 'juta', 'vaksin', 'covid', 'per', 'hari']","['ketersediaan', 'alasan', 'indonesia', 'suntik', 'juta', 'per', 'hari']","['sedia', 'alas', 'indonesia', 'suntik', 'juta', 'per', 'hari']"
840,[Kolom Pakar] Prof Tjandra Yoga Aditama: Vaksin COVID-19 AstraZeneca/Oxford,Liputan 6,0,kolom pakar prof tjandra yoga aditama vaksin covid astrazenecaoxford,"['kolom', 'pakar', 'prof', 'tjandra', 'yoga', 'aditama', 'vaksin', 'covid', 'astrazenecaoxford']","['kolom', 'pakar', 'prof', 'tjandra', 'yoga', 'aditama', 'astrazenecaoxford']","['kolom', 'pakar', 'prof', 'tjandra', 'yoga', 'aditama', 'astrazenecaoxford']"
841,Kemenkes: Indonesia Masih Tetap Gunakan Vaksin COVID-19 AstraZeneca,Liputan 6,0,kemenkes indonesia masih tetap gunakan vaksin covid astrazeneca,"['kemenkes', 'indonesia', 'masih', 'tetap', 'gunakan', 'vaksin', 'covid', 'astrazeneca']","['kemenkes', 'indonesia', 'tetap', 'gunakan', 'astrazeneca']","['kemenkes', 'indonesia', 'tetap', 'guna', 'astrazeneca']"
842,WHO Minta Penggunaan Vaksin COVID-19 AstraZeneca Tetap Dilanjutkan,Liputan 6,0,who minta penggunaan vaksin covid astrazeneca tetap dilanjutkan,"['who', 'minta', 'penggunaan', 'vaksin', 'covid', 'astrazeneca', 'tetap', 'dilanjutkan']","['who', 'minta', 'penggunaan', 'astrazeneca', 'tetap', 'dilanjutkan']","['who', 'minta', 'guna', 'astrazeneca', 'tetap', 'lanjut']"
843,WHO Berikan Izin Darurat untuk Vaksin COVID-19 Dosis Tunggal Johnson and Johnson,Liputan 6,0,who berikan izin darurat untuk vaksin covid dosis tunggal johnson and johnson,"['who', 'berikan', 'izin', 'darurat', 'untuk', 'vaksin', 'covid', 'dosis', 'tunggal', 'johnson', 'and', 'johnson']","['who', 'berikan', 'izin', 'darurat', 'dosis', 'tunggal', 'johnson', 'and', 'johnson']","['who', 'ikan', 'izin', 'darurat', 'dosis', 'tunggal', 'johnson', 'and', 'johnson']"
844,"Orang, Lansia Ini Syok Dapat 2 Dosis Suntikan Vaksin COVID-19 dalam Sehari",Liputan 6,0,orang lansia ini syok dapat dosis suntikan vaksin covid dalam sehari,"['orang', 'lansia', 'ini', 'syok', 'dapat', 'dosis', 'suntikan', 'vaksin', 'covid', 'dalam', 'sehari']","['orang', 'lansia', 'syok', 'dosis', 'suntikan', 'sehari']","['orang', 'lansia', 'syok', 'dosis', 'sunti', 'hari']"
845,"Positif COVID-19 Usai Vaksin, Kondisi Kesehatan Sekda Bandung Membaik",Liputan 6,1,positif covid usai vaksin kondisi kesehatan sekda bandung membaik,"['positif', 'covid', 'usai', 'vaksin', 'kondisi', 'kesehatan', 'sekda', 'bandung', 'membaik']","['positif', 'usai', 'kondisi', 'kesehatan', 'sekda', 'bandung', 'membaik']","['positif', 'usai', 'kondisi', 'sehat', 'sekda', 'bandung', 'baik']"
846,"Vaksin AstraZeneca Sebabkan Pembekuan Darah di Negara Eropa, Ini Respons Satgas COVID-19",Liputan 6,-1,vaksin astrazeneca sebabkan pembekuan darah di negara eropa ini respons satgas covid,"['vaksin', 'astrazeneca', 'sebabkan', 'pembekuan', 'darah', 'di', 'negara', 'eropa', 'ini', 'respons', 'satgas', 'covid']","['', 'astrazeneca', 'sebabkan', 'pembekuan', 'darah', 'negara', 'eropa', 'respons', 'satgas', '']","['', 'astrazeneca', 'sebab', 'beku', 'darah', 'negara', 'eropa', 'respons', 'satgas', '']"
847,"Sengaja, Lansia AS Dua Kali Disuntik Vaksin COVID-19 di Hari yang Sama",Liputan 6,0,sengaja lansia as dua kali disuntik vaksin covid di hari yang sama,"['sengaja', 'lansia', 'as', 'dua', 'kali', 'disuntik', 'vaksin', 'covid', 'di', 'hari', 'yang', 'sama']","['sengaja', 'lansia', 'as', 'kali', 'disuntik', 'hari', 'sama']","['sengaja', 'lansia', 'as', 'kali', 'suntik', 'hari', 'sama']"
848,"Hasil Uji Klinis di Inggris, Efikasi Vaksin COVID-19 Novavax 96 Persen",Liputan 6,1,hasil uji klinis di inggris efikasi vaksin covid novavax persen,"['hasil', 'uji', 'klinis', 'di', 'inggris', 'efikasi', 'vaksin', 'covid', 'novavax', 'persen']","['hasil', 'uji', 'klinis', 'inggris', 'efikasi', 'novavax', 'persen']","['hasil', 'uji', 'klinis', 'inggris', 'efikasi', 'novavax', 'persen']"
